result,nation,venue,venueCountry,date,name,yearOfBirth,sex,event,type
33.94,ALG,Alger,ALG,2022-02-12,Anas Es Saddik Hammouni,1995,Male,300,NR
33.61,ANT,Fort Lauderdale FL,USA,2022-02-05,Cejhae Greene,1995,Male,300,NR
35.29,ARG,Mar del Plata,ARG,2022-10-27,Ignacio Cabrera,2005,Male,300,NR
35.46,AUT,Wien,AUT,2022-08-31,Samuel Reindl,1996,Male,300,NR
31.52,BAH,Ponce,PUR,2022-05-12,Steven Gardiner,1995,Male,300,NR
34.01,BEN,Sydney,AUS,2000-09-14,Pascal Dangbo,1972,Male,300,NR
30.69,BOT,Pretoria,RSA,2024-02-17,Letsile Tebogo,2003,Male,300,NR
31.95,COD,Villeneuve d'Ascq,FRA,2005-06-12,Gary Kikaya,1980,Male,300,NR
31.80,CZE,Ostrava,CZE,2017-06-28,Pavel Maslák,1991,Male,300,NR
32.77,EGY,Sollentuna,SWE,2008-07-08,Amr Ibrahim Mostafa Seoud,1986,Male,300,NR
32.24,EST,Rieti,ITA,2014-09-07,Marek Niit,1987,Male,300,NR
32.72,FIJ,Naimette-Xhovémont,BEL,2008-07-16,Niko Verekauta,1987,Male,300,NR
33.27,FIN,Lappeenranta,FIN,2023-06-01,Samuel Purola,2000,Male,300,NR
31.96,FRA,Strasbourg,FRA,1999-06-29,Marc Foucan,1971,Male,300,NR
33.92,GAB,Victoria,CAN,2002-05-22,Antoine Boussombo,1968,Male,300,NR
31.56,GBR,Gateshead,GBR,1998-07-19,Doug Walker,1973,Male,300,NR
33.62,GUY,Pliezhausen,GER,2000-05-21,Paul Tucker,1976,Male,300,NR
32.47,IRL,Ostrava,CZE,2008-06-12,Paul Hession,1983,Male,300,NR
32.94,ISR,Tel Aviv,ISR,2015-02-14,Donald Blair-Sanford,1987,Male,300,NR
30.97,JAM,Ostrava,CZE,2010-05-27,Usain Bolt,1986,Male,300,NR
32.21,JPN,Izumo,JPN,2015-04-12,Kenji Fujimitsu,1986,Male,300,NR
32.76,KSA,Göteborg/S,SWE,2002-08-27,Hamdan Odha Al-Bishi,1981,Male,300,NR
32.28,KUW,Ljubljana,SLO,2004-08-10,Fawzi Dahash Al-Shammari,1979,Male,300,NR
32.40,MEX,Naimette-Xhovémont,BEL,2014-07-16,José Carlos Herrera,1986,Male,300,NR
32.57,MRI,Villeneuve d'Ascq,FRA,2005-06-12,Éric Milazar,1975,Male,300,NR
32.49,NOR,Bergen,NOR,2021-09-18,Karsten Warholm,1996,Male,300,NR
31.93,POL,Rieti,ITA,2014-09-07,Karol Zalewski,1993,Male,300,NR
30.81,RSA,Ostrava,CZE,2017-06-28,Wayde van Niekerk,1992,Male,300,NR
31.89,SLO,Slovenska Bistrica,SLO,2017-05-27,Luka Janežič,1995,Male,300,NR
32.49,SUD,Sestriere,ITA,2005-07-23,Ali Babiker Nagmeldin,1986,Male,300,NR
32.10,SWE,Sollentuna,SWE,2008-07-08,Johan Wissman,1982,Male,300,NR
33.84,THA,Pliezhausen,GER,2016-05-08,Kunanon Sukkaew,1994,Male,300,NR
32.53,TUN,Namur,BEL,2001-08-17,Sofiane Labidi,1977,Male,300,NR
32.46,TUR,Ankara,TUR,2020-07-18,Sinan Ören,1998,Male,300,NR
34.33,VAN,Cairns,AUS,2005-05-25,Moses Kamut,1982,Male,300,NR
